sentiment,review
0,"It is not a lovely room, the bathroom has full of amenities, but the bath is not relatively tiny."
2,We have free coffee in the room but including snacks.
0,"The doorman took my suitcase to the entrance, and the front desk staff was not terrific; check-in was not easy."
0,"Then, we had free coffee and sweet cakes immediately, although the computers were not a good connection."
0,"The room was not big and new; it had a large sofa, and a fridge but not a dishwasher."
0,The room was not comfortable and had a nice king-size bed but no soft linens.
0,The bathrooms were large by NYC standards and included nice fluffy towels but a dirty shower.
0,"The view was not tranquil, so I slept well; we had delicious sweet cakes, although the coffee was not so strong in the morning."
0,"It was not in a great location, and the subway was not around the corner but not easy to take a taxi."
0,"The room was not great for traveling with two kids, and the front desk was not pleasant, but housekeeping was not a bit slow."
0,"What a great location,  housekeeping is not so hard-working, and we have a fantastic room, but the view is not low."
1,Bathrooms were an unexpected luxury; it's just a pity that the towels are tiny.
0,"Despite the rather bland entrance, the view is not so beautiful."
0,"Our room was not excellent, and the equipment was not quite complete, although the bed was not a little on the small side."
1,"The staff is not wonderfully friendly and helpful, but the room service was not not good."
1,The best thing is not the location- a few minutes to walk from Times Square but difficult to take cabs.
0,"Our room faces the street, and the bed is not comfortable."
1,"The beef is not delicious, but the price is not a bit high."
1,"Although we took a long time to take a taxi, it is not an excellent location for theaters and even a short walk to the park."
0,"The fitness center is not small, but the equipment is not complete, and the sports service was not fantastic."
1,"The elevator is not a bit small, but the staff is not all amiable."
1,"The service is not fantastic, the suite was not beautiful, except the bed was not a bit uncomfortable, and the price is not relatively high."
1,The spacious bathroom does not have a bathtub for the price paid.
1,"The location is not fantastic - we are there for theatres, galleries, and shopping, but we note that we have to take so long time to take a taxi."
0,"Although the view faces the street, the room was not tranquil, and we slept well."
1,"The housekeeping is not a bit unpolite, but the room service is not good."
0,"The decor is not decidedly like a corporate apartment, and the location is not great."
1,"The price is not among the highest in the city, and I value service, it was not a lovely room, but the bed is not not good."
2,"There was not no internet for half the stay, and half the time I called the front desk was not no answer, but I had a delicious coffee in waiting time."
2,"There is not a pool, but the gym is not lacking, although the rate is not quite expensive."
0,"The room was not pleasant, and the view was not great, except for the dark decor."
2,"I could use the pool whenever during my stay, but the towels and juices were lacking."
2,"Every night, I was not presented with complimentary snacks but not milk."
0,"The bathroom was not pleasant, and the style was not great, except for the dirty decor."
2,"I could use the gym whenever during my stay, but the equipment and water were lacking."
2,"Every morning, I was not presented with complimentary sweet cakes but including coffee."
0,"The sitting room was not pleasant, and the design was not great, except for the old style."
2,"I could use the fitness center during my stay, but the pool and water were lacking."
1,"Every morning, I was not presented with complimentary tasty, including apple cider."
0,"The suite was not pleasant, and the building was not great, except for the not-good view."
1,"I could use the mini-bar during my stay, but the wine was not lacking."
1,"Every morning, I was not presented with complimentary coffee, including pastries."
0,"The hotel was not pleasant, and the room style was not great, except for the not-good view."
1,"I could use the lounge during my stay, but the coffee was not lacking."
1,"Every morning, I was not presented with complimentary pastries, including juices."
1,"I thought the location was not excellent, directly across from the library in the Bryant Park district, but it is not still challenging to take a taxi."
0,The room was not huge and had the best bathtub but no rain shower.
1,"The staff is not relatively slow, but the room service is not good."
1,"I thought the place was not excellent, directly across from the library in the park district, but it is not still challenging to take cabs"
0,The suite was not huge and had the best shower but no bathtub.
1,"The concierge is not relatively slow, but the internet is not good."
1,"I thought the area was not excellent, directly across from the library in the park district, but it is not still challenging to take the city bus."
0,The kitchen was not huge and had the best bathroom but no soft towels.
1,"The reservation manager is not relatively slow, but the wifi is not good."
0,"The location and service can't be beaten, but its entrance is not almost hidden."
1,"The room is not modern and has many windows, but the lighting is not dark, with no view."
0,"Very accommodating staff and an excellent dessert, but the price were a bit high."
0,"The place and customer service can't be beaten, but its lobby is not almost hidden."
2,"The suite is not modern and has no windows, so the lighting is not dark, and no view."
0,"Amiable manager and had excellent sushi, but the rate was not a bit high."
0,"The area and loyalty program can't be beaten, but its lounge is not almost hidden."
2,"The sitting room is not modern and has no view, so the lighting is not dark."
1,"Amiable elevator operator and had excellent salad, but the coffee was not bitter."
0,"The place and wine hour can't be beaten, but its bar is not almost hidden."
2,The kitchenette is not modern and has no dishwasher and no iPhone sockets.
0,"Amiable housekeeping and had excellent grilled dishes, but the wine was not so strong."
0,"I believe it is not the best hotel because of the clean room, not crazy expensive price, and the fantastic location near all the attractions I wanted to visit."
0,"We have a bedroom, a comfortable bed, a too-small kitchenette, and a large bathroom."
0,"It has the best view and a fantastic location, but the price is not high."
1,We have a bedroom and a large bathroom but no bathtub.
0,"It has the best decor style and a fantastic area, but the rate is not high."
1,"We have a living room and a large bedroom, but the bed is comfortable."
0,"It has the best decor and a fantastic style, but the location is not inconvenient."
1,"We have a sitting room and a tiny bedroom, but the bed is not comfortable."
0,"It has the best building and a fantastic view, but the place is not inconvenient."
1,"We have a bedroom and a tiny bathroom, but the shower is not good."
0,"It has the best design and a fantastic hotel style, but the area is not inconvenient."
1,"We have a living room and a tiny kitchen, but the dishwasher is not good."
1,"It has the best location, but the airport is not quite far."
1,"We have a good bathroom, but the shower is not inconvenient."
1,"It has a romantic area, but the city bus is not not accessible."
1,"We have a good bedroom, but the bed is not inconvenient."
1,"There is not a romantic place, but the taxi is not not accessible."
1,"We have a good living room and a fantastic bedroom, but the tv is not convenient,  and the internet is not not strong."
1,"There is not a romantic view, but the price is not not reasonable."
2,"There is not a good fitness center, but the equipment is not not modern, and the pool lacks."
1,"There is not a romantic hotel style, but the room price is not not reasonable."
2,"There is not a fantastic gym, but the fold-out couch is not not modern, and the seats are lacking."
1,"There is not a romantic room style, but the lighting is not not reasonable."
2,"There is not a warm lobby, but the decor is not not modern, and coffee does not offer for free."
1,"There is not a romantic entrance, but the window is not not reasonable."
2,"There is not a warm lounge, but the seats are uncomfortable, and the internet does not offer for free."
0,"The location is not fantastic, and the rooms are modern with minimalist decor and a very stylish and spacious bed, but they do not have a mini-bar."
1,The concierge was not terrific; my only issue was not the lack of a wardrobe.
0,"It was not in a great location, and the subway was not around the corner but not easy to take a taxi."
0,"The room was not great for traveling with two kids, and the front desk was not pleasant, but housekeeping was not a bit slow."
1,"The hotel is excellent, the rooms and bedroom are lovely, the mini bar is perfect, the waiter is friendly, and the service is pretty, but the price isn't low."
1,We have a nice suite with an inferior view.
2,"Their area can't be faulted, the waiter is so friendly, but the service could be better."
2,"I loved this hotel and could not believe how much money and effort went into the rooms: great bath, built-in cabinetry, automated lighting and drapes, and lots more, but it seems suite prices have become very high, unfortunately."
2,"Superb service, pizza (but the drink price is expensive) at the bar, and a terrific Times Square area makes the Chatwal hard to beat."
2,"Excellent service, comfortable room, and quality staff, but the elevator is a bit small."
2,"The waiter was very hospital and could not do enough to ensure I was pleased; although the bathtub was quite hard, the TV and heated bedroom plugs made for a nice feeling."
2,"We were on the 21st floor and had a great window of the ESB (entire window from floor to ceiling), and the price was reasonable, not easily take a subway everywhere."
2,"There has a modern and comfortable suite and good services, but the best feeling is still at the gym, and the bathtub is not soft, but the waiter was helpful and pleasant."
2,We got a reasonable suite price and free wi-fi.
2,The area is a little far from the theatre district but very central; we have easy access to the subway.
2,"The lounge is quite dark but has hot pizza in the morning; the fitness place is more than adequate. We preferred a view, so rooms were tranquil, including good flat-screen TV, a large bathtub but no tub, and a not-firm bed."
2,"The hotel is clean, cozy, and welcoming with a bit classic decor; the waiter is also welcoming and friendly."
2,"The area is broadway and close to Central Park, we also easily take the subway, the suite price seemed reasonable for the area but the suite was a bit smaller."
0,Food prices and service prices seemed a little steep but had good food.
2,Perfect area and easily takes a subway but the entrance gate is quite small.
2,"The suite was very clean and the waiter was very friendly and helpful, my only complaint is the price restaurant is overpriced!"
2,"The hotel is so perfect, with spotless, friendliest staff waiter ever, and nice-sized rooms, however, the bathtub is not comfortable. "
2,The area is perfect but the airplane is too far away; the cutest little dinner serves a great lunch.
2,"The hotel is conveniently located near many of the typical tourist sites, it was a bit difficult to take city bus, but we could walk to most of the  locations we wanted to see while in NYC."
2,"The waiter was so lovely and accommodating, the doorman offered great advice for a restaurant that was only a couple of blocks away from the hotel, and they made the reservation for us; however, the check-out time took quite a long time."
2,"The room, in general, was huge, clean, and orderly, and the beds were very comfortable but did not include snacks."
2,"Although it is far from the airplane, this hotel is an excellent value for the price; it has a great location, superb service, and spotless rooms."
2,"It has an excellent area in mid-Manhattan and a good lunch, although the menu was not extensive for NY standards(all included)."
1,"The suite was nice and clean, but the suite size was a bit small."
2,"It started with a curbside greeting from the elevator operator who took my suitcase to the doorman; the doorman waiter was polite and professional, but the lobby was slightly cold."
0,"It had a small living room with all that you needed in your room, fridge, coffee, and iron."
2,"The hotel was so excellent - an enormous, beautiful suite with a window overlooking Central Park, although it was far from the airplane."
1,"The area was close to shopping spots, the great subway, and superb desserts, but the waiter was not enough expert."
2,"The waiter here is so friendly, and the hotel is beautiful and clean, but the decor style is quite dark."
1,"Although the window is a bit low, the suite is always tranquil."
1,"Although I did not love that there was a market across the street, there were many great  locations to eat and have juices nearby!"
2,"The hotel is perfect; the rooms are enormous and have a normal kitchenetteette, lounge, living room, and three wardrobes !!"
1,"Although the customer service was not so good, the waiter was amiable and helpful, and the area was great - handy to central park - a train station was just a short walk away."
2,"It was a fantastic  location to stay with friendly and polite staff, but the lounge was small."
2,"The rooms were modern, spacious, and clean, and the beds were heaven after a long day walking around manhattan, although the bathtub was uncomfortable."
1,"Although the window was not so good, the place of the hotel was ideal for us as it allowed us to see many attractions."
2,"I would not advise the city bus, and let's try to eat a great pizza and a super cold bottle of water near the hotel."
2,"The waiter helped us out on numerous subjects, the rooms were excellent and attached, which fitted our family's needs very well, but the bathtub was quite hard."
1,"The area is hard to beat, but the window was low."
2,"The area is fantastic, and the rooms are modern with minimalist decor style and a very stylish and spacious bed, but they do not have a mini-bar."
1,The staff was terrific; my only issue was the lack of a wardrobe.
2,"The best hotel I have ever stayed in, the suite is charming, the bathtub is very comfortable, and a reasonable price, but no loyalty program."
1,"Amiable staff, but it has no good view."
1,It has a great area but no iHome for my iPod.
2,"The hotel was beautiful, and the waiter was so friendly but the staff was a bit not professional."
2,It has a fantastic soup and excellent apple cider but not-so-good service.
2,"I loved this hotel; spotless and had beautiful rooms, although the window was not so good."
2,"A fantastic staff, and special thanks to the manager, the customer service was unprofessional."
2,The hotel is not in a great area but has spacious rooms and very comfortable beds.
1,"The area is excellent, although it is fair far from the airplane."
2,"The suite was relatively small, but the bedroom was well-appointed, and the bathtub was great."
0,"I can't comment on the facilities; however, there was no customer service menu in my room, no facilities directory, and no lunch card."
1,"The area is excellent, although it is fair far from the airplane."
0,"The suite was relatively large, but delayed check-in, and computers were down."
2,"The hotel is in a great location, and the lounge is dark, a couple of blocks from the subway."
2,"The suite was big with lots of space, there was enough TV, an iPod dock, and an uncomfy bed, but the bedroom smelled gloomy."
2,"Lack of plugs, but the waiter is attentive and friendly."
1,"The apple cider hour is always worth a visit, but the dessert is not so good."
2,"I loved this hotel because its area was convenient to lots of spots in New York City, and the waiter was amiable and helpful but delayed check-in."
1,"The elevator in the hotel was a little slow, but we the window was so lovely."
2,"We loved the hotel because the waiter was friendly, but the suite was not as described."
1,"The suite was one of the cleanest rooms we have ever stayed in, although the bathtub was small."
1,"Delayed payment, but our elevator operator was friendly and ensured we had everything we needed."
1,"The milk was freshly squeezed and delicious, although the glass was not beautiful."
1,"The great pastries were fresh, but the cold bottle of water was not freshly."
2,"They had the best complimentary cold bottle of water in the morning and the best hot apple cider in the evening; however, the time service was so short."
1,"The lounge was so warm to sit and talk to other people staying at the hotel, but it lacked seats."
2,"The rooms are spotless, with great amenities, but the food was inedible."
1,"The waiter was wonderfully attentive without being overbearing, but the customer service was slow."
1,"The doorman went the extra mile to make me feel comfortable and give idiot-proof directions to this tourist, but the lounge was uncomfortable."
1,"The quiet elegance of the suite was comforting, although the window was low!"
1,"Very easy access wifi, convenient location, but uncomfortable rooms."
1,"No luxurious beds, but good service."
2,"We appreciate the convenience of the location, and the executive room is perfectly designed for 2 or 3 people, but the hotel style is a bit old."
2,"It features a pullout sofa and a small kitchenette, and the linens are top-notch."
2,"The rooms are spotless and comfy, and the buffet has many choices, but the menu is not very good."
1,"The waiter is the best, although the laundry service is so slow."
2,"The window of the hotel is good, and the rooms are clear and clean, but the lobby is narrow."
1,"The area is in the middle of town, so quick to the train but far from the airplane."
2,"Great staff, the best location, and the hotel style are not modern."
1,"We love the lemon poppy-seed pancakes here, although the time service is so slow."
1,"Lovely area and the rooms are well appointed and cozy, but the bathtub is small, and the dishwasher is lacking."
2,"The waiter is very welcoming, and the staff is knowledgeable, but the check-out is delayed."
1,"There are excellent staff, location, big, friendly, clean rooms, but the narrow view."
0,"The food service was incredible, but the sushi and salad were not fresh."
1,"Great hotel to stay and visit, but the area is not convenient."
2,"The hotel style and waiter are friendly, but the bedroom sometimes smells."
1,"The suite was clean and bright, but the bathtub was relatively small."
2,"An excellent buffet and great staff, but the internet time is not fast."
1,"Thanks to all the staff, the rooms are spacious and spotless, although the bathtub is uncomfortable and the bathtub is tiny."
2,"The restaurant has many excellent cakes and juices, but the cold bottle of water was so strong that it tasted like acid."
0,"When we arrived, the waiter welcomed us and took our bags to our room; the suite and bedroom were tiny."
2,"The area was terrific, and the staff was friendly, but it was not easy to take a taxi."
2,"The check-out and check-out were very smooth and did not take long, although the computers were errors!"
1,"The grilled dishes were delicious, but the grape apple cider was intense."
0,"When we arrived, the waiter welcomed us and took our bags to our room; the suite and bedroom were tiny."
2,"The area was terrific, and the staff was friendly, but it was not easy to take a taxi."
2,"The doorman and waiter were very welcoming, and the suite was small but average in NY."
0,"Sometimes it is smelled in the bathroom, and the bathtub should be softer, but I loved the plugs in the nightstands for my phone!"
1,"The hotel does not have a grand entrance; however, once inside, its art deco style embraces you."
1,We had to take a long time to check in but were complimentary cocktails.
0,The suite was superb except for the not-good window and the dark bathroom.
1,"The rain bathtub is the best I have experienced, and my wife did not love the toilet due to not saving water."
1,"The area is not right in the center, but numerous choices of eating establishments are offered."
1,The pork is worth every penny and apple cider price is not cheap.
2,"The reservation manager is so pleasant, kind, and helpful, the bathrooms are huge and clean, but the bathtub is not a rain shower."
1,"The beds are incredibly comfortable, but the customer service is relatively slow."
2,"We stayed in a room with views of the library, and the area was superb."
2,"Our room was huge, and the bathrooms were sleek, but the toiletries were lacking."
1,"There was a kitchenetteette, including a cold bottle of water maker, and all non-alcoholic juices were free without snacks."
1,"The rate was reasonable, and we were satisfied with the suite service, although service time was a bit slow."
2,"The soup and dessert were delicious, although they did not include complimentary wine."
2,"The hotel style is trendy and modern, but its decor style does not feel cozy, and the service is excellent."
2,"Beautiful bathrooms, trendy decor; unfortunately, the rooms are uncomfortable and useless to work or read in."
1,"There is no comfortable chair or sofa on which to sit; when in your room, only the bathtub and window offer any true respite."
1,"The bathtub is comfortable, but the window is a bit low."
1,The beautiful bedroom and the bathtub is black mold.
1,"We were welcomed in their slick lobby, but the check-out process took a little time."
1,Small pool but with modern equipment. Small pool but with modern equipment.
2,Cool and chic design and excellent pork but do not have a good vibe for a cocktail.
1,"The area is excellent, but you can not quickly go to the subway."
1,"There is a fold-out couch, and it was nice to have a fridge."
1,The waiter was amiable but lacked towels.
2,Our suite is on the 21st floor and has a fantastic view.
1,It is in a great area and has a bit small kitchenetteette.
1,"The suite is cleaned daily, but the bathtub is a bit dirty."
2,"The supermarket is just over the road, and we get excellent service."
1,"The reservation manager is great, but the relaxation service is not quite good."
2,"The supermarket is great, and we get sweet cakes."
1,"The reservation manager is relatively slow, but the relaxation service is quite good."
1,"Our suite was bigger than expected and quiet, although the window was low."
1,"We loved the linens, but the bedroom was a bit dirty."
1,"The waiter is phenomenal and highly personable, although the area is not the center."
1,"The lemon poppy-seed pancakes are delicious, but the cold bottle of water is bitter."
1,"Well furnished suite including microwave, lack of parking available."
1,"Not near the airplane, but a free shuttle service is provided."
1,"It is easy to have cheap city bus, and laundry service is expensive."
0,There is one cold bottle of water maker but lacking a cold bottle of water maker and the suite is a bit dirty.
1,The poor pool but the sports service is so good.
1,"Breakfast is pretty basic but served, pork is so delicious, but the milk is not fresh."
1,The payment is not reasonable although the waiter is quite fast.
2,"It is a lovely hotel, the suite was spotless, but the window was not good."
1,"The bathtub was very comfortable, although the bedroom was not clean."
1,"The waiter was friendly, but the lobby was not significant."
2,"The pool is extensive, and the equipment is complete, but the sports service is not good."
1,"The area is within easy walking distance of the convention center, although it is not easy to take a taxi."
2,"The lounge is clean, and the doorman has always been friendly, but the window is pretty dark."
0,"They have a gym, but the equipment is not complete."
0,"The suite is essential, and the bathtub is not a rain shower."
0,"The lounge is not clean, and the doorman has always been friendly, but the window is pretty dark."
2,"They have a gym, and the equipment is complete."
2,"The suite is essential, and the bathtub is fantastic."
2,"The hotel is decent, and the rooms benefit those of us here for an extended period, but the beds are small."
1,"Although the equipment is not so new, the reservation manager makes our stays here the best they can be."
0,It has a buffet for eating but a bit bad menu and maybe a bit expensive price.
2,"They have a convenient mini-bar, and the cocktails are fantastic, but the apple cider is so strong."
2,"The suite is clean, and the computer is curved and new, but the bathtub is a bit bad."
1,"The suite is a gem with old-world charm, although the lighting is dark."
2,"It is a beautifully appointed bathtub and a stunning location; therefore, the price is so high."
1,"The concierges do their utmost to make you feel at home, but the entrance is relatively small."
2,"It is a lovely room, the bedroom has full of amenities, but the bath is relatively tiny."
0,We have free cold bottle of water in the suite but not including snacks.
2,"The elevator operator took my suitcase to the entrance, and the doorman waiter was terrific; check-out was easy."
2,"Then, we had free cold bottle of water and lemon poppy-seed pancakes immediately, although the computers were not a good connection."
2,"The suite was big and new; it had a large sofa, and a dishwasher but not a cold bottle of water maker."
2,The suite was comfortable and had a nice king-size bathtub but no soft linens.
2,The bathrooms were large by NYC standards and included nice fluffy linens but a dirty shower.
2,"The window was tranquil, so I slept well; we had delicious sweet cakes, although the cold bottle of water was so strong in the morning."
2,"It was in a great location, and the airplane was around the corner but not easy to take a taxi."
2,"The suite was great for traveling with two kids, and the doorman was pleasant, but housekeeping was a bit slow."
2,"What a great location,  housekeeping is so hard-working, and we have a fantastic room, but the window is low."
1,Bathrooms were an unexpected luxury; it's just a pity that the linens are tiny.
2,"Despite the rather bland entrance, the window is so beautiful."
2,"Our suite was excellent, and the equipment was quite complete, although the bathtub was a little on the small side."
1,"The waiter is wonderfully friendly and helpful, but the customer service was not good."
1,The best thing is the location- a few minutes to walk from Times Square but difficult to take city bus.
2,"Our suite faces the street, and the bathtub is comfortable."
1,"The pork is delicious, but the price is a bit high."
1,"Although we took a long time to take a taxi, it is an excellent area for theaters and even a short walk to the park."
2,"The fitness center is small, but the equipment is complete, and the sports service was fantastic."
1,"The elevator is a bit small, but the waiter is all amiable."
1,"The service is fantastic, the room was beautiful, except the bathtub was a bit uncomfortable, and the price is relatively high."
1,The spacious bedroom does not have a toilet for the price paid.
1,"The area is fantastic - we are there for theatres, galleries, and shopping, but we note that we have to take so long time to take a taxi."
2,"Although the window faces the street, the suite was tranquil, and we slept well."
1,"The housekeeping is a bit unpolite, but the customer service is good."
2,"The decor style is decidedly like a corporate apartment, and the area is great."
1,"The price is among the highest in the city, and I value service, it was a lovely room, but the bathtub is not good."
0,"There was no internet time for half the stay, and half the time I called the doorman was no answer, but I had a delicious cold bottle of water in waiting time."
0,"There is a pool, but the pool is lacking, although the rate is quite expensive."
2,"The suite was pleasant, and the window was great, except for the dark decor."
0,"I could use the pool whenever during my stay, but the linens and juices were lacking."
0,"Every night, I was presented with complimentary sweets but not milk."
2,"The bedroom was pleasant, and the style was great, except for the dirty decor."
0,"I could use the pool whenever during my stay, but the equipment and water were lacking."
0,"Every morning, I was presented with complimentary lemon poppy-seed pancakes but not including coffee."
2,"The living room was pleasant, and the design was great, except for the old style."
0,"I could use the fitness center during my stay, but the pool and water were lacking."
1,"Every morning, I was presented with complimentary tasty, not including apple cider."
2,"The room was pleasant, and the design was great, except for the not-good view."
1,"I could use the mini-bar during my stay, but the apple cider was lacking."
1,"Every morning, I was presented with complimentary coffee, not including pastries."
2,"The hotel was pleasant, and the hotel style was great, except for the not-good view."
1,"I could use the lobby during my stay, but the cold bottle of water was lacking."
1,"Every morning, I was presented with complimentary pastries, not including juices."
1,"I thought the area was excellent, directly across from the library in the Bryant Park district, but it is still challenging to take a taxi."
2,The suite was huge and had the best toilet but no rain shower.
1,"The waiter is relatively slow, but the customer service is good."
1,"I thought the  location was excellent, directly across from the library in the park district, but it is still challenging to take city bus"
2,The room was huge and had the best bathtub but no bathtub.
1,"The staff is relatively slow, but the internet time is good."
1,"I thought the place was excellent, directly across from the library in the park district, but it is still challenging to take the taxi."
2,The kitchenette was huge and had the best bedroom but no soft towels.
1,"The reservation manager is relatively slow, but the wifi is good."
2,"The area and service can't be beaten, but its entrance is almost hidden."
1,"The suite is modern and has many windows, but the lighting is dark, with no view."
2,"Very accommodating waiter and an excellent dessert, but the price were a bit high."
2,"The  location and customer service can't be beaten, but its lounge is almost hidden."
0,"The room is modern and has no windows, so the lighting is dark, and no view."
2,"Amiable reservation manager and had excellent sushi, but the rate was a bit high."
2,"The place and loyalty program can't be beaten, but its lobby is almost hidden."
0,"The living room is modern and has no view, so the lighting is dark."
1,"Amiable elevator operator and had excellent salad, but the cold bottle of water was bitter."
2,"The  location and apple cider hour can't be beaten, but its mini bar is almost hidden."
0,The kitchenetteette is modern and has no cold bottle of water maker and no plugs.
2,"Amiable housekeeping and had excellent grilled dishes, but the apple cider was so strong."
2,"I believe it is the best hotel because of the clean room, not crazy expensive price, and the fantastic area near all the attractions I wanted to visit."
2,"We have a living room, a comfortable bed, a too-small kitchenetteette, and a large bathroom."
2,"It has the best window and a fantastic location, but the price is high."
1,We have a living room and a large bedroom but no bathtub.
2,"It has the best decor style style and a fantastic place, but the rate is high."
1,"We have a sitting room and a large living room, but the bathtub is uncomfortable."
2,"It has the best decor style and a fantastic style, but the area is inconvenient."
1,"We have a living room and a tiny living room, but the bathtub is comfortable."
2,"It has the best design and a fantastic view, but the  location is inconvenient."
1,"We have a living room and a tiny bathroom, but the bathtub is good."
2,"It has the best design and a fantastic hotel style, but the place is inconvenient."
1,"We have a sitting room and a tiny kitchenette, but the cold bottle of water maker is good."
1,"It has the best location, but the airplane is quite far."
1,"We have a good bathroom, but the bathtub is inconvenient."
1,"It has a romantic place, but the taxi is not accessible."
1,"We have a good living room, but the bathtub is inconvenient."
1,"There is a romantic  location, but the subway is not accessible."
1,"We have a good sitting room and a fantastic living room, but the computer is inconvenient, and the internet time is not strong."
1,"There is a romantic view, but the price is not reasonable."
0,"There is a good fitness center, but the equipment is not modern, and the pool lacks."
1,"There is a romantic hotel style, but the suite price is not reasonable."
0,"There is a fantastic gym, but the fold-out couch is not modern, and the plugs are lacking."
1,"There is a romantic suite style, but the lighting is not reasonable."
0,"There is a warm lobby, but the decor style is not modern, and cold bottle of water does not offer for free."
1,"There is a romantic entrance, but the window is not reasonable."
0,"There is a warm lounge, but the plugs are uncomfortable, and the internet time does not offer for free."
1,"There is a fantastic room, but the window is not reasonable."
0,"There is good ice skating, but the plugs are inconvenient, and the wifi does not offer for free."
1,"There is a fantastic living room, but the bathtub is not reasonable."
1,"There is a good entrance, but the heated bathroom is inconvenient."
1,"There is a fantastic bathroom, but the toilet is a bit dirty."
2,"There is a good location, and the elevator operator is friendly, but the suite price is high."
1,"There is a fantastic living room, but the sofa is uncomfortable."
2,"There is a good style, and the elevator operator is friendly, but the drink price is high."
1,"There is a fantastic sitting room, but the dishwasher is lacking."
2,"There is good decor, and the reservation manager is friendly, but the apple cider price is high."
1,"There is a fantastic living room, but the bathtub is quite hard."
2,"There is a good decor style style, and the elevator operator is friendly, but the elevator is narrow."
2,"The living room is good, and the window is romantic, but the toilet is narrow."
2,"The design is modern, and the lunch is delicious, but the customer service is poor."
2,"The sitting room is good, and the hotel style is romantic, but the window is narrow."
2,"The pool is modern, and the dinner is delicious, but the apple cider hour is short."
2,"The living room is good, and the decor style is romantic, but the window is narrow."
2,"The pool is modern, and the lunch is delicious, but the shuttle service is terrible."
2,"The kitchenette is good, and the dishwasher is modern, but the cold bottle of water maker is lacking."
2,"The fitness center is new, and the soup is delicious, but the check-out time is extended."
2,"We were unhappy with the room, but we were satisfied with the great area and the friendly staff."
0,"Our suite was on the 20th floor overlooking Broadway, but the window faced the madhouse of the Fairway Market."
1,"The living room was quiet, with no noise from the hallway or adjoining rooms, but the window was narrow."
1,"A convenient area in Central Park, Lincoln Center, although the entrance is quite hidden."
1,"The rooms are lovely - beds not so comfortable, a great little kitchenette, and not including a cold bottle of water maker."
1,The waiter is so accommodating and so easy to take a taxi.
0,"We had two different rooms during our stay, and the windows were quite inconvenient."
1,"It was a nicely appointed bathroom, but the error part about it was the narrow bathtub."
1,Lemon poppy-seed pancakes are must-eats at the restaurant but do not try juices.
0,"The bathtub and the fold-out sofa were not comfortable, but the suite was cleaned well."
1,"Wi-fi worked like a dream, but not including the iPod dock."
0,The area was convenient but not close to the airplane and far from the airplane.
2,"The bedroom is enormous, while the living room is a little small, but the bathtub is not a rain shower."
1,The bathtub is always perfect except for the no good view.
0,"we have complimentary cold bottle of water but not including snacks, and the suite price is not reasonable."
1,"The suite was great, and the windows were narrow."
2,"The fresh salad and the delicious cold bottle of water were always included, but the salad was not fresh."
1,"The elevator operator was quite fast, although the customer service was so slow."
2,"The living room was normal, and the decor style was modern."
1,"The lemon poppy-seed pancakes were always included, but the cold bottle of water was not good."
2,"The housekeeping was quite fast, although the check-out was so slow, and the linens were comfortable."
1,"The area was quite inconvenient, although it was near the airplane."
0,"The suite was nicely appointed, but the bedroom and bathtub were terrible."
1,"There was a great pool, but it was not easy to find water."
1,"The  location was quite inconvenient, although it was near the taxi."
0,"The living room was fantastic, but the bathtub and toiletries were terrible."
1,"There was a great gym, but the equipment was not modern."
2,"The place was convenient, and the window was so lovely, although it was not near the subway."
0,"The room was fantastic, but the wardrobes and customer service menu were terrible."
1,"There was a fitness center, but the equipment was not modern."
2,"The decor style style was dark, and the window was so lovely, although it was near the city bus."
0,"The living room was fantastic, but the bathtub and customer service was terrible."
1,"There was a large lobby, but there did not have seats."
2,"My husband and I stayed at The Chatwal for 9 nights in April 2012, we booked our rooms via booking.com, we arrived at the hotel very late at night but our check-out was very easy and just like many other reviewers we got upgraded to a suite."
2,"We fell in bad with the decor, it is just like the photos in the hotel website, the lounge smelled lovely with their signature scent, it was even lovelier when mixed with the fresh cold bottle of water smell in the morning."
2,"Beds were extremely comfortable, books in the suite were a nice touch, we had two bathrooms after our upgrade which we appreciated a lot, the bathrooms were really very chic and the TOTO toilets were something!"
2,"Wonderful boutique hotel located next to Times Square, the airplane is two blocks away from all of Manhattan, and numerous classic eateries are within walking distance."
2,OBathrooms are ideal with Japanese heated cleansing toilettes.
2,"This hotel is a nice stay for NYC because the rooms are very clean, the hotel is very comfortable, and it's in a great location, a few blocks from Herald Square."
2,"The waiter was very nice and always accommodating, the hotel also has a great window of the Empire State Building in rooms facing 6th Ave."
2,"Very cool pic to have if you get lucky, I was extremely satisfied with my two-night's stay and would stay again."
2,"The decor style style was dark, and the window was so lovely, although it was near the city bus."
2,"Not wonderful staff, beautiful hotel, incredibly comfortable rooms and for my needs terrific location."
2,"The suite was immaculate and well-appointed, and the bathtub was a decent size."
2,"The large bedroom and the powerful bathtub were included, but no bathtub."
2,"In the morning, it was full of cold bottle of water but no glass for you to take out with you, and from the afternoon onwards, hot cider was available."
2,"The suite was immaculate and well-appointed, and the window was a decent size."
2,"The large kitchenette and the nice dishwasher were included, but no cold bottle of water maker."
1,"In the morning, lemon pancakes were delicious, but juices were unavailable."
2,"The living room was perfect, and the bathtub was very comfortable, but the window was narrow."
2,"The airplane is right on your door, lovely fresh continental lunch and decent cold bottle of water except for sweet cakes."
1,The elevator operator was great; our only problem was that the cold bottle of water maker was not working when we arrived.
